"sample_dt","sample_tm","startDateTime","remark_cd","00061","00665","00666","00671","70507","80154"
2001-08-01,"18:45",2001-08-01 23:45:00,NA,22,0.183,NA,NA,NA,37
2001-08-01,"22:00",2001-08-02 03:00:00,NA,43,0.374,NA,NA,NA,115
2001-08-01,"23:00",2001-08-02 04:00:00,NA,76,0.663,NA,0.167,NA,369
2001-08-02,"02:00",2001-08-02 07:00:00,NA,59,0.376,NA,NA,NA,122
2001-08-02,"03:30",2001-08-02 08:30:00,NA,89,0.466,NA,NA,NA,96
2001-08-02,"04:00",2001-08-02 09:00:00,NA,118,0.619,NA,0.319,NA,126
2001-08-02,"04:45",2001-08-02 09:45:00,NA,297,0.858,NA,0.343,NA,357
2001-08-02,"05:30",2001-08-02 10:30:00,NA,458,0.954,NA,NA,NA,395
2001-08-02,"06:30",2001-08-02 11:30:00,NA,539,0.962,NA,0.313,NA,438
2001-08-02,"11:54",2001-08-02 16:54:00,NA,529,0.863,NA,NA,NA,216
2001-08-02,"11:55",2001-08-02 16:55:00,NA,529,0.705,NA,NA,NA,139
2001-08-02,"14:30",2001-08-02 19:30:00,NA,457,0.744,NA,0.304,NA,128
2001-08-02,"20:15",2001-08-03 01:15:00,NA,297,0.696,NA,NA,NA,78
2001-08-03,"02:00",2001-08-03 07:00:00,NA,197,0.639,NA,NA,NA,65
2001-08-03,"07:15",2001-08-03 12:15:00,NA,139,0.588,NA,0.332,NA,72
2001-08-03,"12:40",2001-08-03 17:40:00,NA,94,0.544,NA,NA,NA,61
2001-08-03,"22:45",2001-08-04 03:45:00,NA,55,0.452,NA,NA,NA,60
2001-08-06,"06:45",2001-08-06 11:45:00,NA,24,0.308,NA,NA,NA,42
2001-08-13,"03:00",2001-08-13 08:00:00,NA,21,0.143,NA,NA,NA,50
2001-08-17,"15:05",2001-08-17 20:05:00,NA,19,0.089,NA,NA,NA,16
2001-08-22,"13:45",2001-08-22 18:45:00,NA,22,0.343,NA,NA,NA,305
2001-08-25,"03:30",2001-08-25 08:30:00,NA,22,0.122,NA,NA,NA,47
2001-08-25,"09:30",2001-08-25 14:30:00,NA,32,0.173,NA,NA,NA,49
2001-08-25,"12:30",2001-08-25 17:30:00,NA,45,0.28,NA,0.144,NA,51
2001-08-25,"13:15",2001-08-25 18:15:00,NA,70,0.405,NA,NA,NA,119
2001-08-25,"15:00",2001-08-25 20:00:00,NA,96,0.547,NA,0.202,NA,216
2001-08-25,"16:15",2001-08-25 21:15:00,NA,123,0.562,NA,0.193,NA,264
2001-08-25,"19:00",2001-08-26 00:00:00,NA,104,0.39,NA,NA,NA,110
2001-08-25,"20:00",2001-08-26 01:00:00,NA,88,0.365,NA,0.164,NA,90
2001-08-26,"01:00",2001-08-26 06:00:00,NA,112,0.458,NA,0.219,NA,114
2001-08-26,"05:15",2001-08-26 10:15:00,NA,95,0.435,NA,NA,NA,82
2001-08-26,"12:00",2001-08-26 17:00:00,NA,65,0.412,NA,0.249,NA,43
2001-08-26,"23:15",2001-08-27 04:15:00,NA,36,0.309,NA,NA,NA,33
2001-08-27,"13:00",2001-08-27 18:00:00,NA,29,0.226,NA,NA,NA,29
2001-09-07,"08:30",2001-09-07 13:30:00,NA,22,0.084,NA,NA,NA,11
2001-09-07,"20:15",2001-09-08 01:15:00,NA,29,0.145,NA,NA,NA,31
2001-09-08,"00:30",2001-09-08 05:30:00,NA,42,0.22,NA,NA,NA,70
2001-09-08,"06:15",2001-09-08 11:15:00,NA,73,0.368,NA,NA,NA,117
2001-09-08,"14:15",2001-09-08 19:15:00,NA,71,0.41,NA,NA,NA,71
2001-09-09,"12:45",2001-09-09 17:45:00,NA,36,0.255,NA,NA,NA,26
2001-09-09,"18:15",2001-09-09 23:15:00,NA,68,0.317,NA,NA,NA,55
2001-09-10,"02:15",2001-09-10 07:15:00,NA,63,0.275,NA,NA,NA,42
2001-09-11,"02:15",2001-09-11 07:15:00,NA,32,0.217,NA,NA,NA,27
2001-09-17,"12:45",2001-09-17 17:45:00,NA,26,0.143,NA,NA,NA,58
2001-09-19,"08:15",2001-09-19 13:15:00,NA,28,0.125,NA,NA,NA,30
2001-09-20,"00:15",2001-09-20 05:15:00,NA,39,0.218,NA,NA,NA,33
2001-09-20,"16:15",2001-09-20 21:15:00,NA,31,0.16,NA,NA,NA,18
2001-09-21,"12:28",2001-09-21 17:28:00,NA,28,0.102,NA,NA,NA,23
2001-09-23,"05:15",2001-09-23 10:15:00,NA,29,0.146,NA,NA,NA,26
2001-09-23,"07:30",2001-09-23 12:30:00,NA,65,0.333,NA,0.177,NA,54
2001-09-23,"09:00",2001-09-23 14:00:00,NA,121,0.642,NA,0.299,NA,270
2001-09-23,"10:00",2001-09-23 15:00:00,NA,165,0.77,NA,NA,NA,332
2001-09-23,"10:45",2001-09-23 15:45:00,NA,185,0.718,NA,0.295,NA,288
2001-09-23,"14:15",2001-09-23 19:15:00,NA,156,0.539,NA,0.251,NA,185
2001-09-23,"19:00",2001-09-24 00:00:00,NA,136,0.741,NA,0.342,NA,267
2001-09-24,"01:15",2001-09-24 06:15:00,NA,101,0.529,NA,NA,NA,71
2001-09-24,"07:15",2001-09-24 12:15:00,NA,71,0.446,NA,NA,NA,37
2001-09-25,"03:45",2001-09-25 08:45:00,NA,39,0.202,NA,NA,NA,3
2001-10-01,"18:05",2001-10-01 23:05:00,NA,24,0.066,NA,NA,NA,16
2001-10-13,"20:30",2001-10-14 01:30:00,NA,26,0.104,NA,NA,NA,30
2001-10-22,"20:30",2001-10-23 01:30:00,NA,27,0.123,NA,NA,NA,20
2001-10-22,"21:45",2001-10-23 02:45:00,NA,48,0.256,NA,NA,NA,46
2001-10-23,"00:15",2001-10-23 05:15:00,NA,82,0.509,NA,NA,NA,106
2001-10-23,"01:15",2001-10-23 06:15:00,NA,94,0.533,NA,NA,NA,104
2001-10-23,"04:15",2001-10-23 09:15:00,NA,77,0.397,NA,NA,NA,54
2001-10-23,"14:45",2001-10-23 19:45:00,NA,49,0.311,NA,NA,NA,20
2001-10-24,"06:45",2001-10-24 11:45:00,NA,31,0.177,NA,NA,NA,14
2001-11-16,"08:50",2001-11-16 14:50:00,NA,20,0.055,NA,NA,NA,22
2001-11-19,"07:45",2001-11-19 13:45:00,NA,23,0.092,NA,NA,NA,32
2001-11-21,"09:45",2001-11-21 15:45:00,NA,30,0.225,NA,NA,NA,131
2001-11-24,"18:00",2001-11-25 00:00:00,NA,31,0.142,NA,NA,NA,37
2001-11-25,"02:00",2001-11-25 08:00:00,NA,31,0.117,NA,NA,NA,18
2001-11-25,"18:00",2001-11-26 00:00:00,NA,25,0.11,NA,NA,NA,11
2001-11-30,"18:15",2001-12-01 00:15:00,NA,25,0.087,NA,NA,NA,26
2001-12-05,"22:00",2001-12-06 04:00:00,NA,25,0.09,NA,NA,NA,39
2001-12-06,"06:00",2001-12-06 12:00:00,NA,26,0.134,NA,NA,NA,25
2001-12-12,"21:45",2001-12-13 03:45:00,NA,22,0.126,NA,NA,NA,47
2001-12-13,"02:45",2001-12-13 08:45:00,NA,30,0.157,NA,NA,NA,31
2001-12-13,"08:00",2001-12-13 14:00:00,NA,29,0.134,NA,NA,NA,31
2001-12-13,"16:00",2001-12-13 22:00:00,NA,29,0.164,NA,NA,NA,18
2001-12-14,"08:00",2001-12-14 14:00:00,NA,24,0.127,NA,NA,NA,16
2002-01-10,"09:45",2002-01-10 15:45:00,NA,19,0.048,NA,NA,NA,27
2002-02-19,"01:00",2002-02-19 07:00:00,NA,24,0.073,NA,NA,NA,15
2002-02-19,"05:30",2002-02-19 11:30:00,NA,41,0.43,NA,NA,NA,106
2002-02-19,"08:15",2002-02-19 14:15:00,NA,61,0.628,NA,0.268,NA,165
2002-02-19,"16:15",2002-02-19 22:15:00,NA,64,0.518,NA,NA,NA,68
2002-02-20,"08:15",2002-02-20 14:15:00,NA,49,0.361,NA,NA,NA,47
2002-02-20,"12:45",2002-02-20 18:45:00,NA,81,0.469,NA,NA,NA,86
2002-02-20,"15:00",2002-02-20 21:00:00,NA,102,0.541,NA,0.267,NA,127
2002-02-20,"23:00",2002-02-21 05:00:00,NA,97,0.53,NA,NA,NA,95
2002-02-21,"06:45",2002-02-21 12:45:00,NA,68,0.477,NA,NA,NA,58
2002-02-22,"04:00",2002-02-22 10:00:00,NA,36,0.216,NA,NA,NA,24
2002-03-08,"10:45",2002-03-08 16:45:00,NA,26,0.062,NA,NA,NA,15
2002-03-09,"03:00",2002-03-09 09:00:00,NA,40,0.131,NA,NA,NA,26
2002-03-09,"07:15",2002-03-09 13:15:00,NA,57,NA,NA,NA,NA,91
2002-03-09,"09:15",2002-03-09 15:15:00,NA,65,0.254,NA,NA,NA,64
2002-03-09,"17:15",2002-03-09 23:15:00,NA,67,0.277,NA,NA,NA,46
2002-03-09,"22:00",2002-03-10 04:00:00,NA,55,NA,NA,NA,NA,50
2002-03-10,"02:30",2002-03-10 08:30:00,NA,32,0.216,NA,NA,NA,18
2002-03-11,"15:25",2002-03-11 21:25:00,NA,28,0.063,NA,NA,NA,8
2002-04-07,"19:45",2002-04-08 00:45:00,NA,27,0.048,NA,NA,NA,10
2002-04-08,"02:45",2002-04-08 07:45:00,NA,43,0.157,NA,NA,NA,67
2002-04-08,"10:45",2002-04-08 15:45:00,NA,39,NA,NA,NA,NA,24
2002-04-08,"18:45",2002-04-08 23:45:00,NA,46,0.181,NA,NA,NA,44
2002-04-08,"22:00",2002-04-09 03:00:00,NA,66,0.244,NA,NA,NA,99
2002-04-09,"06:00",2002-04-09 11:00:00,NA,65,0.238,NA,NA,NA,72
2002-04-09,"16:30",2002-04-09 21:30:00,NA,45,0.191,NA,NA,NA,41
2002-04-16,"07:00",2002-04-16 12:00:00,NA,24,0.09,NA,0.04,NA,74
2002-04-16,"07:00",2002-04-16 12:00:00,"E",NA,NA,0.04,NA,NA,NA
2002-04-19,"08:15",2002-04-19 13:15:00,NA,26,NA,NA,NA,NA,NA
2002-04-24,"16:00",2002-04-24 21:00:00,NA,25,NA,NA,NA,NA,NA
2002-04-24,"20:45",2002-04-25 01:45:00,NA,32,0.187,NA,NA,NA,NA
2002-04-25,"04:45",2002-04-25 09:45:00,NA,26,NA,NA,NA,NA,NA
2002-04-28,"01:00",2002-04-28 06:00:00,NA,26,NA,NA,NA,NA,13
2002-04-28,"09:00",2002-04-28 14:00:00,NA,33,0.083,NA,NA,NA,19
2002-04-29,"01:00",2002-04-29 06:00:00,NA,28,NA,NA,NA,NA,13
2002-05-09,"01:15",2002-05-09 06:15:00,NA,29,NA,NA,NA,NA,83
2002-05-09,"05:00",2002-05-09 10:00:00,NA,47,NA,NA,NA,NA,406
2002-05-09,"05:45",2002-05-09 10:45:00,NA,58,0.479,NA,0.083,NA,238
2002-05-09,"12:45",2002-05-09 17:45:00,NA,44,NA,NA,NA,NA,57
2002-05-12,"01:30",2002-05-12 06:30:00,NA,41,NA,NA,NA,NA,80
2002-05-12,"03:15",2002-05-12 08:15:00,NA,71,0.453,NA,0.082,NA,205
2002-05-12,"04:15",2002-05-12 09:15:00,NA,99,NA,NA,NA,NA,834
2002-05-12,"05:00",2002-05-12 10:00:00,NA,112,1.19,NA,0.105,NA,730
2002-05-12,"09:15",2002-05-12 14:15:00,NA,95,0.569,NA,NA,NA,230
2002-05-12,"15:15",2002-05-12 20:15:00,NA,65,0.495,NA,NA,NA,155
2002-05-13,"11:31",2002-05-13 16:31:00,NA,33,NA,NA,NA,NA,24
2002-05-23,"10:00",2002-05-23 15:00:00,NA,22,0.078,0.046,NA,NA,NA
2002-05-25,"19:15",2002-05-26 00:15:00,NA,28,NA,NA,NA,NA,21
2002-05-29,"03:00",2002-05-29 08:00:00,NA,27,NA,NA,NA,NA,34
2002-05-29,"11:00",2002-05-29 16:00:00,NA,25,NA,NA,NA,NA,53
2002-06-03,"07:00",2002-06-03 12:00:00,NA,36,NA,NA,NA,NA,79
2002-06-03,"08:45",2002-06-03 13:45:00,NA,73,0.352,NA,0.122,NA,137
2002-06-03,"09:30",2002-06-03 14:30:00,NA,106,1.02,NA,NA,NA,830
2002-06-03,"10:45",2002-06-03 15:45:00,NA,141,0.634,NA,0.136,NA,314
2002-06-03,"11:50",2002-06-03 16:50:00,NA,151,NA,NA,NA,NA,53
2002-06-03,"15:00",2002-06-03 20:00:00,NA,120,0.436,NA,NA,NA,146
2002-06-03,"23:45",2002-06-04 04:45:00,NA,87,0.442,NA,NA,NA,102
2002-06-04,"06:15",2002-06-04 11:15:00,NA,101,0.388,NA,NA,NA,106
2002-06-04,"10:12",2002-06-04 15:12:00,NA,150,0.399,NA,NA,NA,115
2002-06-04,"10:14",2002-06-04 15:14:00,NA,150,NA,NA,NA,NA,92
2002-06-04,"14:00",2002-06-04 19:00:00,NA,151,NA,NA,NA,NA,64
2002-06-04,"17:00",2002-06-04 22:00:00,NA,145,0.452,NA,NA,NA,98
2002-06-05,"03:30",2002-06-05 08:30:00,NA,90,0.349,NA,NA,NA,65
2002-06-05,"12:30",2002-06-05 17:30:00,NA,60,NA,NA,NA,NA,46
2002-06-05,"12:35",2002-06-05 17:35:00,NA,60,NA,NA,NA,NA,36
2002-06-06,"04:30",2002-06-06 09:30:00,NA,41,NA,NA,NA,NA,36
2002-06-06,"12:30",2002-06-06 17:30:00,NA,37,NA,NA,NA,NA,29
2002-06-07,"04:30",2002-06-07 09:30:00,NA,31,NA,NA,NA,NA,33
2002-06-08,"12:45",2002-06-08 17:45:00,NA,26,NA,NA,NA,NA,20
2002-06-11,"06:30",2002-06-11 11:30:00,NA,25,NA,NA,NA,NA,64
2002-06-11,"11:45",2002-06-11 16:45:00,NA,35,NA,NA,NA,NA,98
2002-06-12,"11:45",2002-06-12 16:45:00,NA,27,NA,NA,NA,NA,62
2002-06-18,"01:30",2002-06-18 06:30:00,NA,24,NA,NA,NA,NA,71
2002-06-18,"10:00",2002-06-18 15:00:00,NA,26,NA,NA,NA,NA,53
2002-06-20,"08:50",2002-06-20 13:50:00,NA,21,0.096,0.065,NA,NA,NA
2002-06-22,"23:00",2002-06-23 04:00:00,NA,21,NA,NA,NA,NA,36
2002-06-26,"11:30",2002-06-26 16:30:00,NA,25,NA,NA,NA,NA,57
2002-06-28,"10:20",2002-06-28 15:20:00,NA,19,0.09,NA,0.06,NA,18
2002-06-28,"10:20",2002-06-28 15:20:00,"E",NA,NA,0.05,NA,NA,NA
2002-07-17,"08:54",2002-07-17 13:54:00,NA,13,0.087,NA,NA,NA,28
2002-07-18,"13:54",2002-07-18 18:54:00,NA,13,0.073,0.055,NA,NA,6
2002-07-19,"07:15",2002-07-19 12:15:00,NA,14,0.07,NA,0.05,NA,30
2002-07-19,"07:15",2002-07-19 12:15:00,"E",NA,NA,0.05,NA,NA,NA
2002-07-20,"22:15",2002-07-21 03:15:00,NA,18,0.129,NA,NA,NA,41
2002-07-22,"12:30",2002-07-22 17:30:00,NA,20,0.15,NA,NA,NA,28
2002-07-26,"04:00",2002-07-26 09:00:00,NA,29,0.243,NA,NA,NA,125
2002-07-26,"20:00",2002-07-27 01:00:00,NA,19,0.142,NA,NA,NA,26
2002-08-11,"22:45",2002-08-12 03:45:00,NA,19,0.181,NA,NA,NA,47
2002-08-14,"16:10",2002-08-14 21:10:00,NA,15,0.078,NA,NA,NA,11
2002-08-17,"13:15",2002-08-17 18:15:00,NA,21,0.13,NA,NA,NA,38
2002-08-21,"07:00",2002-08-21 12:00:00,NA,13,NA,NA,0.04,NA,23
2002-08-21,"07:00",2002-08-21 12:00:00,"E",NA,0.06,0.04,NA,NA,NA
2002-08-22,"09:03",2002-08-22 14:03:00,NA,15,0.114,0.069,NA,NA,21
2002-08-22,"18:45",2002-08-22 23:45:00,NA,29,0.192,NA,NA,NA,63
2002-09-10,"10:30",2002-09-10 15:30:00,NA,12,NA,NA,0.04,NA,3
2002-09-10,"10:30",2002-09-10 15:30:00,"E",NA,0.06,0.04,NA,NA,NA
2002-09-13,"09:30",2002-09-13 14:30:00,NA,12,0.044,NA,NA,NA,39
2002-09-19,"08:25",2002-09-19 13:25:00,NA,16,0.089,0.06,NA,NA,11
2002-09-30,"14:50",2002-09-30 19:50:00,NA,14,0.072,NA,NA,NA,6
2002-10-02,"10:30",2002-10-02 15:30:00,NA,14,0.08,0.06,0.05,NA,36
2002-10-04,"09:00",2002-10-04 14:00:00,NA,20,0.195,NA,NA,NA,47
2002-10-04,"11:45",2002-10-04 16:45:00,NA,52,0.366,NA,NA,NA,87
2002-10-04,"12:15",2002-10-04 17:15:00,NA,71,0.695,NA,NA,NA,390
2002-10-04,"13:15",2002-10-04 18:15:00,NA,108,0.839,NA,0.12,NA,558
2002-10-04,"14:30",2002-10-04 19:30:00,NA,120,0.636,NA,0.093,NA,468
2002-10-04,"16:30",2002-10-04 21:30:00,NA,100,0.455,NA,0.148,NA,182
2002-10-05,"03:30",2002-10-05 08:30:00,NA,52,0.564,NA,NA,NA,80
2002-10-05,"16:15",2002-10-05 21:15:00,NA,27,0.372,NA,NA,NA,26
2002-10-07,"10:02",2002-10-07 15:02:00,NA,17,0.134,NA,NA,NA,10
2002-10-17,"08:40",2002-10-17 13:40:00,NA,15,NA,NA,NA,NA,NA
2002-10-30,"12:20",2002-10-30 18:20:00,NA,16,0.039,NA,NA,NA,48
2002-11-11,"05:30",2002-11-11 11:30:00,NA,30,0.185,NA,NA,NA,38
2002-11-11,"06:30",2002-11-11 12:30:00,NA,39,0.287,NA,NA,NA,89
2002-11-11,"14:30",2002-11-11 20:30:00,NA,38,0.185,NA,NA,NA,17
2002-11-12,"06:30",2002-11-12 12:30:00,NA,25,0.208,NA,NA,NA,13
2002-11-12,"23:45",2002-11-13 05:45:00,NA,21,0.108,NA,NA,NA,9
2002-12-13,"14:40",2002-12-13 20:40:00,NA,15,0.042,NA,NA,NA,8
2002-12-18,"14:45",2002-12-18 20:45:00,NA,19,0.112,NA,NA,NA,14
2002-12-18,"19:45",2002-12-19 01:45:00,NA,26,0.232,NA,NA,NA,62
2002-12-19,"03:45",2002-12-19 09:45:00,NA,21,0.15,NA,NA,NA,19
2003-01-09,"13:14",2003-01-09 19:14:00,NA,15,0.048,NA,NA,NA,10
2003-02-18,"10:20",2003-02-18 16:20:00,NA,14,0.036,NA,NA,NA,7
2003-03-14,"14:15",2003-03-14 20:15:00,NA,17,0.25,NA,NA,NA,26
2003-03-14,"18:00",2003-03-15 00:00:00,NA,32,0.77,NA,NA,NA,151
2003-03-14,"18:45",2003-03-15 00:45:00,NA,44,0.92,NA,NA,NA,291
2003-03-15,"00:15",2003-03-15 06:15:00,NA,31,0.84,NA,NA,NA,97
2003-03-15,"07:00",2003-03-15 13:00:00,NA,19,0.75,NA,NA,NA,62
2003-03-15,"15:00",2003-03-15 21:00:00,NA,23,0.89,NA,NA,NA,44
2003-03-15,"23:00",2003-03-16 05:00:00,NA,28,0.7,NA,NA,NA,76
2003-03-16,"07:00",2003-03-16 13:00:00,NA,20,0.671,NA,NA,NA,46
2003-03-18,"06:15",2003-03-18 12:15:00,NA,18,0.151,NA,NA,NA,20
2003-03-26,"16:35",2003-03-26 22:35:00,NA,15,0.051,NA,NA,NA,48
2003-03-28,"09:45",2003-03-28 15:45:00,NA,19,0.083,NA,NA,NA,15
2003-03-28,"14:15",2003-03-28 20:15:00,NA,26,0.135,NA,NA,NA,42
2003-03-29,"06:15",2003-03-29 12:15:00,NA,22,0.151,NA,NA,NA,27
2003-04-19,"21:45",2003-04-20 02:45:00,NA,19,0.097,NA,NA,NA,38
2003-04-21,"08:45",2003-04-21 13:45:00,NA,18,0.074,NA,NA,NA,12
2003-04-30,"16:30",2003-04-30 21:30:00,NA,19,0.087,NA,NA,NA,15
2003-04-30,"22:45",2003-05-01 03:45:00,NA,29,0.251,NA,NA,NA,76
2003-05-01,"00:15",2003-05-01 05:15:00,NA,47,0.562,NA,0.053,NA,347
2003-05-01,"01:15",2003-05-01 06:15:00,NA,69,0.821,NA,0.088,NA,596
2003-05-01,"02:15",2003-05-01 07:15:00,NA,80,0.697,NA,0.058,NA,521
2003-05-01,"06:00",2003-05-01 11:00:00,NA,64,0.373,NA,NA,NA,205
2003-05-01,"19:45",2003-05-02 00:45:00,NA,37,0.234,NA,0.078,NA,62
2003-05-02,"12:30",2003-05-02 17:30:00,NA,24,0.116,NA,0.049,NA,20
2003-05-05,"10:15",2003-05-05 15:15:00,NA,24,0.103,NA,NA,NA,25
2003-05-07,"17:30",2003-05-07 22:30:00,NA,26,0.105,NA,NA,NA,22
2003-05-09,"01:45",2003-05-09 06:45:00,NA,22,0.111,NA,NA,NA,26
2003-05-09,"05:45",2003-05-09 10:45:00,NA,41,0.23,NA,NA,NA,82
2003-05-09,"07:45",2003-05-09 12:45:00,NA,44,0.23,NA,NA,NA,139
2003-05-09,"13:10",2003-05-09 18:10:00,NA,35,0.143,NA,NA,NA,42
2003-05-10,"23:45",2003-05-11 04:45:00,NA,28,0.191,NA,NA,NA,51
2003-05-11,"02:30",2003-05-11 07:30:00,NA,48,0.279,NA,NA,NA,131
2003-05-11,"10:45",2003-05-11 15:45:00,NA,43,0.225,NA,NA,NA,78
2003-05-11,"18:15",2003-05-11 23:15:00,NA,52,0.349,NA,NA,NA,102
2003-05-11,"20:30",2003-05-12 01:30:00,NA,62,0.308,NA,NA,NA,82
2003-05-12,"04:30",2003-05-12 09:30:00,NA,55,0.249,NA,NA,NA,48
2003-05-12,"12:27",2003-05-12 17:27:00,NA,41,0.255,NA,NA,NA,49
2003-05-14,"13:45",2003-05-14 18:45:00,NA,26,NA,NA,NA,NA,28
2003-05-20,"03:15",2003-05-20 08:15:00,NA,23,NA,NA,NA,NA,56
2003-06-23,"10:45",2003-06-23 15:45:00,NA,11,0.092,NA,NA,NA,42
2003-06-23,"10:46",2003-06-23 15:46:00,NA,11,0.1,NA,NA,NA,13
2003-06-28,"17:15",2003-06-28 22:15:00,NA,21,0.175,NA,NA,NA,44
2003-07-15,"02:30",2003-07-15 07:30:00,NA,33,0.322,NA,NA,NA,83
2003-07-15,"06:00",2003-07-15 11:00:00,NA,61,0.627,NA,0.137,NA,512
2003-07-15,"06:15",2003-07-15 11:15:00,NA,73,0.9,NA,0.132,NA,655
2003-07-15,"06:45",2003-07-15 11:45:00,NA,87,0.866,NA,0.114,NA,243
2003-07-15,"10:30",2003-07-15 15:30:00,NA,55,0.365,NA,0.13,NA,107
2003-07-16,"07:45",2003-07-16 12:45:00,NA,19,0.291,NA,NA,NA,76
2003-07-28,"11:58",2003-07-28 16:58:00,NA,9.8,0.093,NA,NA,NA,21
2003-07-28,"11:59",2003-07-28 16:59:00,NA,9.8,0.091,NA,NA,NA,17
2003-08-29,"04:00",2003-08-29 09:00:00,NA,33,0.418,NA,NA,NA,225
2003-08-29,"09:13",2003-08-29 14:13:00,NA,13,0.162,NA,NA,NA,39
2003-08-29,"09:14",2003-08-29 14:14:00,NA,13,0.17,NA,NA,NA,45
2003-09-13,"02:15",2003-09-13 07:15:00,NA,29,0.626,NA,NA,NA,345
2003-09-13,"19:00",2003-09-14 00:00:00,NA,42,0.445,NA,NA,NA,169
2003-09-13,"20:30",2003-09-14 01:30:00,NA,65,0.629,NA,0.167,NA,281
2003-09-13,"21:30",2003-09-14 02:30:00,NA,89,0.727,NA,NA,NA,482
2003-09-13,"22:45",2003-09-14 03:45:00,NA,115,0.841,NA,0.103,NA,748
2003-09-14,"03:00",2003-09-14 08:00:00,NA,99,0.564,NA,NA,NA,365
2003-09-14,"07:30",2003-09-14 12:30:00,NA,123,0.673,NA,0.199,NA,495
2003-09-14,"17:45",2003-09-14 22:45:00,NA,72,0.458,NA,0.221,NA,203
2003-09-15,"09:17",2003-09-15 14:17:00,NA,32,0.315,NA,NA,NA,38
2003-09-15,"09:18",2003-09-15 14:18:00,NA,32,0.311,NA,NA,NA,34
2003-09-15,"17:45",2003-09-15 22:45:00,NA,24,0.232,NA,NA,NA,18
2003-09-26,"09:03",2003-09-26 14:03:00,NA,11,0.053,NA,NA,NA,26
2003-11-03,"03:15",2003-11-03 09:15:00,NA,20,0.144,NA,NA,NA,13
2003-11-03,"14:45",2003-11-03 20:45:00,NA,53,0.303,NA,NA,NA,64
2003-11-03,"21:30",2003-11-04 03:30:00,NA,94,0.433,NA,NA,NA,105
2003-11-03,"23:30",2003-11-04 05:30:00,NA,145,0.677,NA,0.22,NA,392
2003-11-04,"01:00",2003-11-04 07:00:00,NA,210,0.648,NA,0.23,NA,309
2003-11-04,"02:45",2003-11-04 08:45:00,NA,340,0.743,NA,0.28,NA,277
2003-11-04,"04:00",2003-11-04 10:00:00,NA,394,0.735,NA,0.29,NA,271
2003-11-04,"09:10",2003-11-04 15:10:00,NA,355,0.617,NA,0.31,NA,129
2003-11-04,"18:00",2003-11-05 00:00:00,NA,216,0.639,NA,0.33,NA,94
2003-11-05,"02:15",2003-11-05 08:15:00,NA,118,0.52,NA,0.3,NA,63
2003-11-06,"09:10",2003-11-06 15:10:00,NA,44,0.221,NA,NA,NA,19
2003-11-06,"09:11",2003-11-06 15:11:00,NA,44,0.21,NA,NA,NA,24
2003-11-10,"12:15",2003-11-10 18:15:00,NA,16,0.082,NA,NA,NA,17
2003-11-23,"03:15",2003-11-23 09:15:00,NA,33,0.19,NA,NA,NA,29
2003-11-23,"05:30",2003-11-23 11:30:00,NA,86,0.486,NA,NA,NA,299
2003-11-23,"06:00",2003-11-23 12:00:00,NA,109,0.539,NA,NA,NA,323
2003-11-23,"06:30",2003-11-23 12:30:00,NA,135,0.52,NA,0.179,NA,242
2003-11-23,"07:45",2003-11-23 13:45:00,NA,183,0.651,NA,NA,NA,274
2003-11-23,"09:15",2003-11-23 15:15:00,NA,226,0.588,NA,0.252,NA,237
2003-11-23,"17:00",2003-11-23 23:00:00,NA,165,0.594,NA,0.312,NA,106
2003-11-24,"08:00",2003-11-24 14:00:00,NA,73,0.393,NA,NA,NA,49
2003-11-27,"13:30",2003-11-27 19:30:00,NA,22,0.092,NA,NA,NA,10
2003-12-10,"00:15",2003-12-10 06:15:00,NA,22,0.089,NA,NA,NA,12
2003-12-10,"05:30",2003-12-10 11:30:00,NA,54,0.204,NA,NA,NA,51
2003-12-10,"09:00",2003-12-10 15:00:00,NA,72,0.264,NA,NA,NA,55
2003-12-10,"10:45",2003-12-10 16:45:00,NA,83,0.286,NA,NA,NA,75
2003-12-11,"07:30",2003-12-11 13:30:00,NA,47,0.22,NA,NA,NA,21
2003-12-15,"08:00",2003-12-15 14:00:00,NA,18,0.055,NA,NA,NA,18
2004-01-12,"08:00",2004-01-12 14:00:00,NA,14,0.028,NA,NA,NA,80
2004-02-23,"17:30",2004-02-23 23:30:00,NA,22,0.195,NA,NA,NA,22
2004-02-24,"09:30",2004-02-24 15:30:00,NA,32,0.64,NA,NA,NA,28
2004-02-25,"09:30",2004-02-25 15:30:00,NA,25,0.77,NA,NA,NA,25
2004-02-25,"19:00",2004-02-26 01:00:00,NA,47,1,NA,NA,NA,58
2004-02-26,"11:00",2004-02-26 17:00:00,NA,33,1.04,NA,NA,NA,30
2004-02-26,"18:00",2004-02-27 00:00:00,NA,54,0.885,NA,NA,NA,49
2004-02-26,"20:45",2004-02-27 02:45:00,NA,72,0.947,NA,NA,NA,89
2004-02-27,"08:47",2004-02-27 14:47:00,NA,46,0.994,NA,NA,NA,42
2004-02-27,"08:48",2004-02-27 14:48:00,NA,46,1.04,NA,NA,NA,36
2004-02-27,"19:00",2004-02-28 01:00:00,NA,74,0.815,NA,NA,NA,68
2004-02-28,"07:00",2004-02-28 13:00:00,NA,52,0.852,NA,NA,NA,35
2004-02-28,"15:00",2004-02-28 21:00:00,NA,51,0.692,NA,NA,NA,36
2004-02-28,"17:00",2004-02-28 23:00:00,NA,71,0.742,NA,NA,NA,63
