"sample_dt","sample_tm","startDateTime","remark_cd","00061","00665","00666","00671","70507","80154"
1976-02-10,"13:30",1976-02-10 19:30:00,NA,8.5,NA,NA,NA,NA,38
1976-02-12,"17:00",1976-02-12 23:00:00,NA,44,NA,NA,NA,NA,101
1976-02-17,"12:30",1976-02-17 18:30:00,NA,20,NA,NA,NA,NA,19
1976-02-25,"22:00",1976-02-26 04:00:00,NA,23,NA,NA,NA,NA,22
1976-02-27,"10:00",1976-02-27 16:00:00,NA,29,NA,NA,NA,NA,23
1976-02-28,"12:15",1976-02-28 18:15:00,NA,46,NA,NA,NA,NA,188
1976-02-28,"22:30",1976-02-29 04:30:00,NA,32,NA,NA,NA,NA,130
1976-03-04,"15:40",1976-03-04 21:40:00,NA,23,NA,NA,NA,NA,12
1976-03-05,"00:10",1976-03-05 06:10:00,NA,202,NA,NA,NA,NA,140
1976-03-05,"11:00",1976-03-05 17:00:00,NA,148,NA,NA,NA,NA,75
1976-03-11,"14:55",1976-03-11 20:55:00,NA,211,NA,NA,NA,NA,125
1976-03-12,"09:20",1976-03-12 15:20:00,NA,340,NA,NA,NA,NA,745
1976-03-12,"12:50",1976-03-12 18:50:00,NA,410,NA,NA,NA,NA,555
1976-03-12,"21:20",1976-03-13 03:20:00,NA,544,NA,NA,NA,NA,337
1976-03-13,"09:10",1976-03-13 15:10:00,NA,512,NA,NA,NA,NA,49
1976-03-13,"16:00",1976-03-13 22:00:00,NA,392,NA,NA,NA,NA,273
1976-03-14,"15:30",1976-03-14 21:30:00,NA,320,NA,NA,NA,NA,405
1976-03-15,"08:35",1976-03-15 14:35:00,NA,186,NA,NA,NA,NA,49
1976-03-26,"12:50",1976-03-26 18:50:00,NA,28,NA,NA,NA,NA,46
1976-04-15,"20:40",1976-04-16 02:40:00,NA,120,NA,NA,NA,NA,2110
1976-04-20,"22:36",1976-04-21 04:36:00,NA,85,NA,NA,NA,NA,1450
1976-04-20,"22:40",1976-04-21 04:40:00,NA,89,NA,NA,NA,NA,1410
1976-04-20,"23:45",1976-04-21 05:45:00,NA,96,NA,NA,NA,NA,1060
1976-04-21,"07:45",1976-04-21 13:45:00,NA,81,NA,NA,NA,NA,783
1976-04-21,"21:00",1976-04-22 03:00:00,NA,214,NA,NA,NA,NA,1300
1976-04-22,"01:30",1976-04-22 07:30:00,NA,168,NA,NA,NA,NA,953
1976-04-22,"07:20",1976-04-22 13:20:00,NA,110,NA,NA,NA,NA,540
1976-04-22,"15:10",1976-04-22 21:10:00,NA,66,NA,NA,NA,NA,307
1976-04-24,"19:30",1976-04-25 01:30:00,NA,132,NA,NA,NA,NA,1030
1976-05-13,"12:45",1976-05-13 17:45:00,NA,16,NA,NA,NA,NA,49
1976-06-11,"14:25",1976-06-11 19:25:00,NA,13,NA,NA,NA,NA,14
1976-07-08,"14:35",1976-07-08 19:35:00,NA,11,NA,NA,NA,NA,42
1976-07-28,"09:45",1976-07-28 14:45:00,NA,11,NA,NA,NA,NA,62
1976-07-28,"09:47",1976-07-28 14:47:00,NA,NA,0.38,NA,NA,NA,NA
1976-07-28,"09:48",1976-07-28 14:48:00,NA,NA,0.07,NA,NA,NA,NA
1976-08-02,"14:45",1976-08-02 19:45:00,NA,9.5,NA,NA,NA,NA,14
1976-08-25,"19:05",1976-08-26 00:05:00,NA,46,NA,NA,NA,NA,1070
1976-08-26,"09:30",1976-08-26 14:30:00,NA,36,NA,NA,NA,NA,182
1976-09-29,"11:45",1976-09-29 16:45:00,NA,9,NA,NA,NA,NA,30
1976-10-05,"11:30",1976-10-05 16:30:00,NA,10,NA,NA,NA,NA,29
1976-10-05,"13:40",1976-10-05 18:40:00,NA,12,NA,NA,NA,NA,21
1976-10-14,"11:25",1976-10-14 16:25:00,NA,8.4,NA,NA,NA,NA,NA
1976-11-05,"12:20",1976-11-05 18:20:00,NA,9.3,NA,NA,NA,NA,17
1976-11-11,"11:25",1976-11-11 17:25:00,NA,10,NA,NA,NA,NA,NA
1976-12-02,"13:25",1976-12-02 19:25:00,NA,10,NA,NA,NA,NA,2
1977-01-06,"13:15",1977-01-06 19:15:00,NA,8.4,NA,NA,NA,NA,66
1977-02-07,"14:05",1977-02-07 20:05:00,NA,7.6,NA,NA,NA,NA,12
1977-02-23,"08:05",1977-02-23 14:05:00,NA,8,NA,NA,NA,NA,31
1977-02-23,"09:50",1977-02-23 15:50:00,NA,24,NA,NA,NA,NA,47
1977-02-23,"13:40",1977-02-23 19:40:00,NA,94,NA,NA,NA,NA,185
1977-02-23,"17:07",1977-02-23 23:07:00,NA,169,NA,NA,NA,NA,344
1977-02-23,"17:30",1977-02-23 23:30:00,NA,174,NA,NA,NA,NA,373
1977-02-23,"19:45",1977-02-24 01:45:00,NA,152,NA,NA,NA,NA,496
1977-02-23,"22:35",1977-02-24 04:35:00,NA,162,NA,NA,NA,NA,340
1977-02-23,"23:30",1977-02-24 05:30:00,NA,175,NA,NA,NA,NA,396
1977-02-24,"01:40",1977-02-24 07:40:00,NA,163,NA,NA,NA,NA,366
1977-02-24,"02:45",1977-02-24 08:45:00,NA,172,NA,NA,NA,NA,376
1977-02-24,"06:40",1977-02-24 12:40:00,NA,157,NA,NA,NA,NA,216
1977-02-24,"12:35",1977-02-24 18:35:00,NA,139,NA,NA,NA,NA,176
1977-02-24,"17:30",1977-02-24 23:30:00,NA,131,NA,NA,NA,NA,134
1977-02-24,"23:55",1977-02-25 05:55:00,NA,126,NA,NA,NA,NA,54
1977-02-25,"06:45",1977-02-25 12:45:00,NA,99,NA,NA,NA,NA,50
1977-02-25,"16:30",1977-02-25 22:30:00,NA,62,NA,NA,NA,NA,604
1977-02-26,"11:00",1977-02-26 17:00:00,NA,48,NA,NA,NA,NA,55
1977-02-27,"18:00",1977-02-28 00:00:00,NA,31,NA,NA,NA,NA,54
1977-03-01,"06:40",1977-03-01 12:40:00,NA,18,NA,NA,NA,NA,12
1977-03-04,"15:00",1977-03-04 21:00:00,NA,69,NA,NA,NA,NA,58
1977-03-08,"15:35",1977-03-08 21:35:00,NA,17,NA,NA,NA,NA,120
1977-03-17,"15:25",1977-03-17 21:25:00,NA,13,NA,NA,NA,NA,10
1977-03-28,"15:50",1977-03-28 21:50:00,NA,40,NA,NA,NA,NA,65
1977-03-28,"23:40",1977-03-29 05:40:00,NA,54,NA,NA,NA,NA,546
1977-03-29,"12:45",1977-03-29 18:45:00,NA,68,NA,NA,NA,NA,111
1977-03-30,"12:45",1977-03-30 18:45:00,NA,32,NA,NA,NA,NA,38
1977-04-19,"20:15",1977-04-20 02:15:00,NA,10,NA,NA,NA,NA,88
1977-04-21,"11:15",1977-04-21 17:15:00,NA,22,NA,NA,NA,NA,42
1977-04-21,"17:10",1977-04-21 23:10:00,NA,31,NA,NA,NA,NA,63
1977-05-03,"16:10",1977-05-03 21:10:00,NA,8.3,NA,NA,NA,NA,7
1977-05-09,"13:00",1977-05-09 18:00:00,NA,7.6,NA,NA,NA,NA,NA
1977-05-24,"13:55",1977-05-24 18:55:00,NA,7.1,NA,NA,NA,NA,25
1977-06-28,"10:40",1977-06-28 15:40:00,NA,6.5,NA,NA,NA,NA,44
1977-07-18,"10:30",1977-07-18 15:30:00,NA,18,NA,NA,NA,NA,89
1977-07-21,"10:38",1977-07-21 15:38:00,NA,50,NA,NA,NA,NA,567
1977-08-01,"13:35",1977-08-01 18:35:00,NA,4.8,NA,NA,NA,NA,23
1977-09-09,"11:40",1977-09-09 16:40:00,NA,6.5,NA,NA,NA,NA,22
1977-10-11,"12:50",1977-10-11 17:50:00,NA,7.8,NA,NA,NA,NA,17
1977-10-12,"14:00",1977-10-12 19:00:00,NA,8.1,NA,NA,NA,NA,NA
1978-01-18,"16:00",1978-01-18 22:00:00,NA,6,NA,NA,NA,NA,84
1978-02-13,"12:20",1978-02-13 18:20:00,NA,4.8,NA,NA,NA,NA,50
1978-04-06,"09:00",1978-04-06 15:00:00,NA,30,NA,NA,NA,NA,206
1978-04-06,"16:45",1978-04-06 22:45:00,NA,43,NA,NA,NA,NA,101
1978-04-07,"13:25",1978-04-07 19:25:00,NA,24,NA,NA,NA,NA,67
1978-04-25,"15:45",1978-04-25 21:45:00,NA,12,NA,NA,NA,NA,34
1978-05-12,"11:15",1978-05-12 16:15:00,NA,21,NA,NA,NA,NA,60
1978-05-13,"12:00",1978-05-13 17:00:00,NA,157,NA,NA,NA,NA,389
1978-05-13,"21:00",1978-05-14 02:00:00,NA,263,NA,NA,NA,NA,460
1978-05-14,"10:35",1978-05-14 15:35:00,NA,168,NA,NA,NA,NA,280
1978-05-14,"20:20",1978-05-15 01:20:00,NA,80,NA,NA,NA,NA,174
1978-05-15,"10:50",1978-05-15 15:50:00,NA,51,NA,NA,NA,NA,79
1978-06-01,"14:40",1978-06-01 19:40:00,NA,10,NA,NA,NA,NA,57
1978-06-16,"10:30",1978-06-16 15:30:00,NA,14,NA,NA,NA,NA,69
1978-06-17,"16:10",1978-06-17 21:10:00,NA,265,NA,NA,NA,NA,4230
1978-06-17,"20:55",1978-06-18 01:55:00,NA,131,NA,NA,NA,NA,1560
1978-06-18,"08:15",1978-06-18 13:15:00,NA,100,NA,NA,NA,NA,836
1978-06-19,"09:15",1978-06-19 14:15:00,NA,27,NA,NA,NA,NA,306
1978-06-20,"07:55",1978-06-20 12:55:00,NA,15,NA,NA,NA,NA,173
1978-07-01,"09:25",1978-07-01 14:25:00,NA,386,NA,NA,NA,NA,1630
1978-07-01,"13:50",1978-07-01 18:50:00,NA,350,NA,NA,NA,NA,742
1978-07-01,"20:25",1978-07-02 01:25:00,NA,267,NA,NA,NA,NA,545
1978-07-02,"08:25",1978-07-02 13:25:00,NA,216,NA,NA,NA,NA,253
1978-07-12,"14:30",1978-07-12 19:30:00,NA,11,NA,NA,NA,NA,102
1978-09-06,"13:00",1978-09-06 18:00:00,NA,7.6,NA,NA,NA,NA,32
1978-09-18,"09:40",1978-09-18 14:40:00,NA,209,NA,NA,NA,NA,575
1978-09-18,"18:25",1978-09-18 23:25:00,NA,78,NA,NA,NA,NA,195
1978-09-19,"13:15",1978-09-19 18:15:00,NA,37,NA,NA,NA,NA,96
1978-09-20,"09:50",1978-09-20 14:50:00,NA,31,NA,NA,NA,NA,104
1978-10-13,"12:40",1978-10-13 17:40:00,NA,11,NA,NA,NA,NA,20
1978-11-17,"09:20",1978-11-17 15:20:00,NA,76,NA,NA,NA,NA,237
1978-11-17,"15:50",1978-11-17 21:50:00,NA,83,NA,NA,NA,NA,201
1978-12-11,"11:25",1978-12-11 17:25:00,NA,9.2,NA,NA,NA,NA,53
1979-02-20,"13:10",1979-02-20 19:10:00,NA,9.4,NA,NA,NA,NA,34
1979-03-19,"09:00",1979-03-19 15:00:00,NA,108,NA,NA,NA,NA,121
1979-03-19,"15:50",1979-03-19 21:50:00,NA,122,NA,NA,NA,NA,110
1979-03-20,"09:00",1979-03-20 15:00:00,NA,87,NA,NA,NA,NA,43
1979-03-21,"08:50",1979-03-21 14:50:00,NA,88,NA,NA,NA,NA,44
1979-03-22,"16:05",1979-03-22 22:05:00,NA,103,NA,NA,NA,NA,208
1979-03-23,"00:00",1979-03-23 06:00:00,NA,121,NA,NA,NA,NA,90
1979-03-23,"07:25",1979-03-23 13:25:00,NA,139,NA,NA,NA,NA,196
1979-03-30,"16:30",1979-03-30 22:30:00,NA,154,NA,NA,NA,NA,329
1979-04-10,"13:30",1979-04-10 19:30:00,NA,23,NA,NA,NA,NA,90
1979-05-19,"12:30",1979-05-19 17:30:00,NA,24,NA,NA,NA,NA,54
1979-05-30,"11:30",1979-05-30 16:30:00,NA,51,NA,NA,NA,NA,288
1979-06-26,"09:30",1979-06-26 14:30:00,NA,13,NA,NA,NA,NA,64
1979-06-28,"20:30",1979-06-29 01:30:00,NA,26,NA,NA,NA,NA,121
1979-08-09,"08:30",1979-08-09 13:30:00,NA,13,NA,NA,NA,NA,82
1979-08-09,"23:10",1979-08-10 04:10:00,NA,109,NA,NA,NA,NA,420
1979-08-10,"01:55",1979-08-10 06:55:00,NA,188,NA,NA,NA,NA,361
1979-09-05,"08:50",1979-09-05 13:50:00,NA,12,NA,NA,NA,NA,34
1979-10-10,"10:24",1979-10-10 15:24:00,NA,11,NA,NA,NA,NA,NA
1979-10-15,"08:55",1979-10-15 13:55:00,NA,10,NA,NA,NA,NA,17
1979-11-19,"13:22",1979-11-19 19:22:00,NA,13,NA,NA,NA,NA,NA
1979-12-13,"09:00",1979-12-13 15:00:00,NA,12,NA,NA,NA,NA,30
1980-01-15,"10:21",1980-01-15 16:21:00,NA,11,NA,NA,NA,NA,NA
1980-01-16,"11:05",1980-01-16 17:05:00,NA,200,NA,NA,NA,NA,316
1980-01-16,"16:10",1980-01-16 22:10:00,NA,182,NA,NA,NA,NA,232
1980-01-17,"02:00",1980-01-17 08:00:00,NA,204,NA,NA,NA,NA,313
1980-01-17,"08:10",1980-01-17 14:10:00,NA,187,NA,NA,NA,NA,256
1980-01-29,"08:45",1980-01-29 14:45:00,NA,11,NA,NA,NA,NA,17
1980-03-03,"11:56",1980-03-03 17:56:00,NA,11,NA,NA,NA,NA,NA
1980-04-08,"10:00",1980-04-08 16:00:00,NA,68,NA,NA,NA,NA,283
1980-04-10,"12:05",1980-04-10 18:05:00,NA,27,NA,NA,NA,NA,NA
1980-04-21,"16:20",1980-04-21 22:20:00,NA,15,NA,NA,NA,NA,22
1980-05-27,"12:50",1980-05-27 17:50:00,NA,8.4,NA,NA,NA,NA,22
1980-06-06,"07:40",1980-06-06 12:40:00,NA,63,NA,NA,NA,NA,446
1980-06-06,"14:15",1980-06-06 19:15:00,NA,33,NA,NA,NA,NA,NA
1980-06-07,"09:25",1980-06-07 14:25:00,NA,243,NA,NA,NA,NA,6970
1980-06-07,"12:35",1980-06-07 17:35:00,NA,417,NA,NA,NA,NA,4730
1980-07-02,"11:30",1980-07-02 16:30:00,NA,7.4,NA,NA,NA,NA,NA
1980-08-04,"11:15",1980-08-04 16:15:00,NA,6.9,NA,NA,NA,NA,34
1980-08-07,"10:25",1980-08-07 15:25:00,NA,20,NA,NA,NA,NA,132
1980-08-08,"07:35",1980-08-08 12:35:00,NA,68,NA,NA,NA,NA,282
1980-08-08,"10:15",1980-08-08 15:15:00,NA,76,NA,NA,NA,NA,240
1980-08-08,"14:35",1980-08-08 19:35:00,NA,61,NA,NA,NA,NA,NA
1980-08-19,"09:35",1980-08-19 14:35:00,NA,91,NA,NA,NA,NA,1080
1980-08-29,"11:50",1980-08-29 16:50:00,NA,110,NA,NA,NA,NA,720
1980-09-07,"09:00",1980-09-07 14:00:00,NA,62,NA,NA,NA,NA,228
1980-09-12,"08:50",1980-09-12 13:50:00,NA,81,NA,NA,NA,NA,195
1980-09-12,"10:50",1980-09-12 15:50:00,NA,145,NA,NA,NA,NA,480
1980-09-12,"13:30",1980-09-12 18:30:00,NA,155,NA,NA,NA,NA,631
1980-09-22,"07:45",1980-09-22 12:45:00,NA,324,NA,NA,NA,NA,1060
1980-09-22,"09:50",1980-09-22 14:50:00,NA,306,NA,NA,NA,NA,582
1980-10-06,"13:40",1980-10-06 18:40:00,NA,21,NA,NA,NA,NA,NA
1980-11-19,"12:05",1980-11-19 18:05:00,NA,16,NA,NA,NA,NA,NA
1981-01-06,"09:50",1981-01-06 15:50:00,NA,14,NA,NA,NA,NA,NA
1981-02-05,"11:00",1981-02-05 17:00:00,NA,12,NA,NA,NA,NA,NA
1981-02-23,"12:20",1981-02-23 18:20:00,NA,212,NA,NA,NA,NA,NA
1981-02-24,"13:55",1981-02-24 19:55:00,NA,83,NA,NA,NA,NA,NA
1981-02-25,"09:29",1981-02-25 15:29:00,NA,46,NA,NA,NA,NA,NA
1981-04-06,"14:00",1981-04-06 20:00:00,NA,18,NA,NA,NA,NA,NA
1981-05-18,"14:43",1981-05-18 19:43:00,NA,12,NA,NA,NA,NA,NA
1981-06-22,"11:50",1981-06-22 16:50:00,NA,13,NA,NA,NA,NA,NA
1981-08-03,"09:20",1981-08-03 14:20:00,NA,15,NA,NA,NA,NA,NA
1981-09-01,"11:40",1981-09-01 16:40:00,NA,40,NA,NA,NA,NA,NA
1981-09-23,"15:15",1981-09-23 20:15:00,NA,15,NA,NA,NA,NA,NA
1989-10-19,"14:15",1989-10-19 19:15:00,NA,12,NA,NA,NA,NA,NA
1989-12-01,"14:28",1989-12-01 20:28:00,NA,10,NA,NA,NA,NA,NA
1990-01-03,"14:40",1990-01-03 20:40:00,NA,9.5,NA,NA,NA,NA,NA
1990-01-31,"14:35",1990-01-31 20:35:00,NA,10,NA,NA,NA,NA,NA
1990-03-08,"17:14",1990-03-08 23:14:00,NA,204,NA,NA,NA,NA,135
1990-03-08,"17:15",1990-03-08 23:15:00,NA,204,0.89,0.8,NA,NA,291
1990-03-08,"17:16",1990-03-08 23:16:00,NA,204,1.3,0.89,NA,NA,NA
1990-03-08,"18:15",1990-03-09 00:15:00,NA,222,NA,NA,NA,NA,268
1990-03-08,"19:15",1990-03-09 01:15:00,NA,242,0.89,0.94,NA,NA,NA
1990-03-08,"20:15",1990-03-09 02:15:00,NA,264,NA,NA,NA,NA,595
1990-03-08,"22:15",1990-03-09 04:15:00,NA,278,2.2,1.1,NA,NA,644
1990-03-08,"23:15",1990-03-09 05:15:00,NA,278,NA,NA,NA,NA,545
1990-03-09,"00:15",1990-03-09 06:15:00,NA,270,1.7,0.9,NA,NA,NA
1990-03-09,"01:15",1990-03-09 07:15:00,NA,258,NA,NA,NA,NA,478
1990-03-09,"03:15",1990-03-09 09:15:00,NA,238,NA,NA,NA,NA,419
1990-03-09,"04:15",1990-03-09 10:15:00,NA,226,2.2,1.1,NA,NA,NA
1990-03-09,"08:15",1990-03-09 14:15:00,NA,188,NA,NA,NA,NA,329
1990-03-09,"09:15",1990-03-09 15:15:00,NA,180,2.2,1.5,NA,NA,NA
1990-03-09,"13:15",1990-03-09 19:15:00,NA,144,NA,NA,NA,NA,293
1990-03-09,"14:15",1990-03-09 20:15:00,NA,139,2.2,1.5,NA,NA,NA
1990-03-09,"21:15",1990-03-10 03:15:00,NA,104,1.8,1.3,NA,NA,NA
1990-03-10,"00:15",1990-03-10 06:15:00,NA,96,NA,NA,NA,NA,185
1990-03-10,"08:50",1990-03-10 14:50:00,NA,72,1.2,1,NA,NA,225
1990-03-10,"08:52",1990-03-10 14:52:00,NA,72,1,0.94,NA,NA,86
1990-03-10,"09:30",1990-03-10 15:30:00,NA,73,NA,NA,NA,NA,NA
1990-03-10,"11:52",1990-03-10 17:52:00,NA,66,1.5,1.1,NA,NA,NA
1990-03-10,"11:53",1990-03-10 17:53:00,NA,66,0.94,0.97,NA,NA,226
1990-03-10,"12:15",1990-03-10 18:15:00,NA,65,NA,NA,NA,NA,97
1990-03-10,"18:15",1990-03-11 00:15:00,NA,61,NA,NA,NA,NA,81
1990-03-10,"21:15",1990-03-11 03:15:00,NA,57,0.93,0.8,NA,NA,NA
1990-03-11,"03:15",1990-03-11 09:15:00,NA,48,NA,NA,NA,NA,66
1990-03-11,"06:15",1990-03-11 12:15:00,NA,45,0.66,0.65,NA,NA,63
1990-03-11,"09:15",1990-03-11 15:15:00,NA,110,0.61,0.61,NA,NA,957
1990-03-11,"12:15",1990-03-11 18:15:00,NA,217,0.87,0.86,NA,NA,998
1990-03-11,"15:15",1990-03-11 21:15:00,NA,195,NA,NA,NA,NA,738
1990-03-11,"18:15",1990-03-12 00:15:00,NA,184,0.93,0.79,NA,NA,NA
1990-03-12,"00:15",1990-03-12 06:15:00,NA,156,NA,NA,NA,NA,357
1990-03-12,"03:15",1990-03-12 09:15:00,NA,125,0.81,0.8,NA,NA,NA
1990-03-12,"09:15",1990-03-12 15:15:00,NA,89,NA,NA,NA,NA,210
1990-03-12,"11:55",1990-03-12 17:55:00,NA,84,0.66,0.52,NA,NA,NA
1990-03-12,"17:00",1990-03-12 23:00:00,NA,80,NA,NA,NA,NA,135
1990-03-12,"19:00",1990-03-13 01:00:00,NA,77,0.47,0.45,NA,NA,NA
1990-03-13,"03:00",1990-03-13 09:00:00,NA,61,NA,NA,NA,NA,88
1990-03-13,"11:28",1990-03-13 17:28:00,NA,58,0.43,0.38,NA,NA,63
1990-03-13,"11:30",1990-03-13 17:30:00,NA,58,0.5,0.36,NA,NA,74
1990-03-13,"16:15",1990-03-13 22:15:00,NA,52,0.38,0.3,NA,NA,49
1990-03-13,"19:15",1990-03-14 01:15:00,NA,71,NA,NA,NA,NA,277
1990-03-13,"19:30",1990-03-14 01:30:00,NA,80,0.3,0.29,NA,NA,NA
1990-03-13,"20:00",1990-03-14 02:00:00,NA,94,NA,NA,NA,NA,1310
1990-03-13,"20:30",1990-03-14 02:30:00,NA,117,0.38,0.38,NA,NA,NA
1990-03-13,"20:45",1990-03-14 02:45:00,NA,146,NA,NA,NA,NA,3320
1990-03-13,"21:15",1990-03-14 03:15:00,NA,213,1,0.47,NA,NA,NA
1990-03-13,"21:45",1990-03-14 03:45:00,NA,264,NA,NA,NA,NA,4820
1990-03-13,"22:15",1990-03-14 04:15:00,NA,296,1,0.55,NA,NA,6850
1990-03-14,"03:45",1990-03-14 09:45:00,NA,252,2.7,0.62,NA,NA,3030
1990-03-14,"09:45",1990-03-14 15:45:00,NA,217,0.92,0.5,NA,NA,1640
1990-03-14,"13:45",1990-03-14 19:45:00,NA,180,NA,NA,NA,NA,1010
1990-03-14,"15:33",1990-03-14 21:33:00,NA,146,0.48,0.46,NA,NA,674
1990-03-14,"15:35",1990-03-14 21:35:00,NA,146,0.72,0.48,NA,NA,758
1990-03-14,"20:00",1990-03-15 02:00:00,NA,110,NA,NA,NA,NA,505
1990-03-15,"13:45",1990-03-15 19:45:00,NA,86,0.5,0.36,NA,NA,NA
1990-03-15,"16:15",1990-03-15 22:15:00,NA,80,NA,NA,NA,NA,240
1990-03-16,"07:15",1990-03-16 13:15:00,NA,57,NA,NA,NA,NA,244
1990-03-17,"10:45",1990-03-17 16:45:00,NA,41,0.29,0.17,NA,NA,NA
1990-03-17,"13:15",1990-03-17 19:15:00,NA,34,NA,NA,NA,NA,179
1990-04-09,"09:00",1990-04-09 14:00:00,NA,14,0.05,0.02,NA,NA,80
1990-04-13,"09:10",1990-04-13 14:10:00,NA,14,NA,NA,NA,NA,NA
1990-04-13,"09:25",1990-04-13 14:25:00,NA,14,NA,NA,NA,NA,56
1990-04-13,"09:26",1990-04-13 14:26:00,NA,14,NA,NA,NA,NA,22
1990-05-10,"04:15",1990-05-10 09:15:00,NA,37,0.31,NA,NA,NA,80
1990-05-10,"05:30",1990-05-10 10:30:00,NA,42,NA,NA,NA,NA,86
1990-05-10,"06:15",1990-05-10 11:15:00,NA,49,0.35,NA,NA,NA,108
1990-05-10,"07:00",1990-05-10 12:00:00,NA,54,NA,NA,NA,NA,131
1990-05-10,"07:45",1990-05-10 12:45:00,NA,58,0.4,NA,NA,NA,141
1990-05-10,"12:53",1990-05-10 17:53:00,NA,57,0.36,NA,NA,NA,63
1990-05-10,"12:57",1990-05-10 17:57:00,NA,57,0.33,NA,NA,NA,54
1990-05-10,"13:20",1990-05-10 18:20:00,NA,57,NA,NA,NA,NA,NA
1990-05-10,"15:30",1990-05-10 20:30:00,NA,53,0.32,NA,NA,NA,48
1990-05-10,"23:30",1990-05-11 04:30:00,NA,40,0.29,NA,NA,NA,41
1990-05-11,"09:35",1990-05-11 14:35:00,NA,29,NA,NA,NA,NA,NA
1990-05-11,"09:40",1990-05-11 14:40:00,NA,28,0.2,NA,NA,NA,30
1990-05-16,"06:00",1990-05-16 11:00:00,NA,36,0.42,NA,NA,NA,135
1990-05-19,"15:45",1990-05-19 20:45:00,NA,36,0.36,NA,NA,NA,90
1990-05-19,"19:00",1990-05-20 00:00:00,NA,40,0.36,NA,NA,NA,152
1990-05-20,"00:45",1990-05-20 05:45:00,NA,45,0.34,NA,NA,NA,133
1990-05-20,"09:30",1990-05-20 14:30:00,NA,38,0.25,NA,NA,NA,63
1990-05-22,"16:00",1990-05-22 21:00:00,NA,18,0.09,NA,NA,NA,43
1990-06-12,"13:00",1990-06-12 18:00:00,NA,12,NA,NA,NA,NA,108
1990-06-12,"13:10",1990-06-12 18:10:00,NA,12,0.11,0.07,NA,NA,108
1990-06-19,"14:30",1990-06-19 19:30:00,NA,11,NA,NA,NA,NA,NA
1990-06-19,"14:35",1990-06-19 19:35:00,NA,11,0.14,NA,NA,NA,34
1990-06-22,"12:00",1990-06-22 17:00:00,NA,36,0.49,NA,NA,NA,384
1990-06-29,"00:00",1990-06-29 05:00:00,NA,63,0.4,NA,NA,NA,331
1990-06-29,"00:15",1990-06-29 05:15:00,NA,106,NA,NA,NA,NA,246
1990-06-29,"00:30",1990-06-29 05:30:00,NA,153,0.76,NA,NA,NA,3440
1990-06-29,"00:45",1990-06-29 05:45:00,NA,191,NA,NA,NA,NA,7070
1990-06-29,"01:30",1990-06-29 06:30:00,NA,238,0.43,NA,NA,NA,2900
1990-06-29,"02:00",1990-06-29 07:00:00,NA,274,0.87,NA,NA,NA,3530
1990-06-29,"02:45",1990-06-29 07:45:00,NA,316,0.87,NA,NA,NA,5010
1990-06-29,"03:30",1990-06-29 08:30:00,NA,348,1.1,NA,NA,NA,6540
1990-06-29,"06:30",1990-06-29 11:30:00,NA,298,0.76,NA,NA,NA,3790
1990-06-29,"08:36",1990-06-29 13:36:00,NA,229,1,NA,NA,NA,2170
1990-06-29,"08:37",1990-06-29 13:37:00,NA,229,0.93,NA,NA,NA,1370
1990-06-29,"10:00",1990-06-29 15:00:00,NA,183,NA,NA,NA,NA,1410
1990-06-29,"11:00",1990-06-29 16:00:00,NA,154,0.87,NA,NA,NA,NA
1990-06-29,"14:30",1990-06-29 19:30:00,NA,117,NA,NA,NA,NA,645
1990-06-29,"16:30",1990-06-29 21:30:00,NA,105,1.2,NA,NA,NA,NA
1990-06-29,"18:15",1990-06-29 23:15:00,NA,97,NA,NA,NA,NA,826
1990-06-29,"21:30",1990-06-30 02:30:00,NA,83,NA,NA,NA,NA,736
1990-06-29,"23:00",1990-06-30 04:00:00,NA,77,0.84,NA,NA,NA,NA
1990-06-30,"02:15",1990-06-30 07:15:00,NA,64,NA,NA,NA,NA,521
1990-06-30,"04:15",1990-06-30 09:15:00,NA,59,0.56,NA,NA,NA,NA
1990-06-30,"07:30",1990-06-30 12:30:00,NA,54,NA,NA,NA,NA,368
1990-06-30,"15:15",1990-06-30 20:15:00,NA,48,NA,NA,NA,NA,258
1990-06-30,"22:45",1990-07-01 03:45:00,NA,42,0.59,NA,NA,NA,NA
1990-07-01,"10:45",1990-07-01 15:45:00,NA,36,NA,NA,NA,NA,216
1990-07-11,"15:00",1990-07-11 20:00:00,NA,14,0.21,0.21,NA,NA,48
1990-08-06,"11:45",1990-08-06 16:45:00,NA,8.7,0.09,0.06,NA,NA,18
1990-08-07,"01:00",1990-08-07 06:00:00,NA,8.3,NA,NA,NA,NA,NA
1990-08-11,"18:45",1990-08-11 23:45:00,NA,43,0.51,NA,NA,0.23,178
1990-08-11,"19:00",1990-08-12 00:00:00,NA,56,0.72,NA,NA,0.32,362
1990-08-11,"19:15",1990-08-12 00:15:00,NA,66,NA,NA,NA,NA,646
1990-08-11,"20:15",1990-08-12 01:15:00,NA,71,0.83,NA,NA,0.3,NA
1990-08-11,"20:45",1990-08-12 01:45:00,NA,81,NA,NA,NA,NA,762
1990-08-11,"21:00",1990-08-12 02:00:00,NA,89,0.45,NA,NA,0.29,NA
1990-08-11,"21:15",1990-08-12 02:15:00,NA,98,NA,NA,NA,NA,744
1990-08-11,"21:30",1990-08-12 02:30:00,NA,103,0.6,NA,NA,0.45,743
1990-08-12,"00:30",1990-08-12 05:30:00,NA,93,0.82,NA,NA,0.56,821
